Key,Comment,Japanese,Japanese_Steam,English
Nayuta.Debauchery2-37,那由多,「むふー♥、ズルルッ♥、ジュルッ♥、ザーメンっもっとくらさいッ♥」,「むふー♥、ズルルッ♥、ジュルッ♥、ザーメンっもっとくらさいッ♥」,"""Muhhhh, slurp, slurp, cum, cum, cum, cum, cum!"""
,,,,
Nayuta.Debauchery2-38,観客,「まだ欲しがるか…呆れた性欲だな」,「まだ欲しがるか…呆れた性欲だな」,"Still wanting it... you've got a disgusting libido."""
,,,,
Nayuta.Debauchery2-39,観客,「ええ、豚鼻フックも良く似合っています」,「ええ、豚鼻フックも良く似合っています」,"Yes, and the pig nose hook looks great."""
,Nayuta debauchery 2-7,,,
Nayuta.Debauchery2-40,,そしてズルリと那由多の口からチンポが引き抜かれる,そしてズルリと那由多の口からチンポが引き抜かれる,"Then, the cock is pulled out of Nayuta's mouth with a slurp."
,,,,
Nayuta.Debauchery2-41,那由多,「ゲプッ♥、ゲホッ♥、んあっ♥」,「ゲプッ♥、ゲホッ♥、んあっ♥」,"""Gobble, gobble, gobble, gobble, gobble, gobble."""
,,,,
Nayuta.Debauchery2-42,観客,「ふう、しかしあの最強の聖核戦姫がここまで堕ちるとはな」,「ふう、しかしあの最強の聖核戦姫がここまで堕ちるとはな」,"""Phew, but who would have thought that mighty Seikaku Princess would have fallen so far?"""
,,,,
Nayuta.Debauchery2-43,那由多,「ゲプッ♥、はいっ♥、那由多は自分を強いと勘違いしていたただのメスブタでしたっ♥」,「ゲプッ♥、はいっ♥、那由多は自分を強いと勘違いしていたただのメスブタでしたっ♥」,Nayuta was just a bitch who mistakenly thought she was strong.
,,,,
Nayuta.Debauchery2-44,観客,「ははっ、バカみたいな格好でザーメンまみれでチンポにむしゃぶりついて…プライドとかはねえのか？」,「ははっ、バカみたいな格好でザーメンまみれでチンポにむしゃぶりついて…プライドとかはねえのか？」,"""Haha, you're dressed like an idiot, covered in cum and sucking cock... don't you have any pride or something?"""
,,,,
Nayuta.Debauchery2-45,那由多,「はいっ♥、那由多には馬鹿なメスブタなのでっ♥、おチンポさえあればいいですっ♥」,「はいっ♥、那由多には馬鹿なメスブタなのでっ♥、おチンポさえあればいいですっ♥」,"Yes, I'm a stupid bitch to Nayuta, so as long as I have a cock, I'm fine."
,,,,
Nayuta.Debauchery2-46,観客,「やれやれ、こんな女に苦労していた私達の方が情けなくなってきますな」,「やれやれ、こんな女に苦労していた私達の方が情けなくなってきますな」,"Good grief, it makes those of us who had to struggle with such a woman seem more pathetic."""
,,,,
Nayuta.Debauchery2-47,観客,「私も流石に下品すぎて飽きてきました」,「私も流石に下品すぎて飽きてきました」,"'I, too, am growing tired of the vulgarity of quicksand."
,,,,
Nayuta.Debauchery2-48,観客,「まあ…娼館かAV辺りに売り飛ばせばいいでしょう。どこまで堕ちるか見ものです」,「まあ…娼館かAV辺りに売り飛ばせばいいでしょう。どこまで堕ちるか見ものです」,"Well...sell her to a whorehouse or porn. Let's see how far they fall."""
,,,,
Nayuta.Debauchery2-49,那由多,「っ…ひどいっ♥、でもっ♥、おチンポがあるなら……♥、それでもいいですっ♥」,「っ…ひどいっ♥、でもっ♥、おチンポがあるなら……♥、それでもいいですっ♥」,"I'm sorry, but if you have a penis ......, I don't care."
,,,,
Nayuta.Debauchery2-50,那由多,「でも捨てられる前に…後ちょっとだけッ♥、皆様のおチンポしゃぶらせてくださいっ♥」,「でも捨てられる前に…後ちょっとだけッ♥、皆様のおチンポしゃぶらせてくださいっ♥」,"But before you throw me away...just a little bit more...please let me suck your cock..."""
,,,,
Nayuta.Debauchery2-51,,そこにかつての凛とした最強の聖核戦姫の面影はなく、那由多はどこまでも快楽の世界へ堕ちていくのだった,そこにかつての凛とした最強の聖核戦姫の面影はなく、那由多はどこまでも快楽の世界へ堕ちていくのだった,"There was no trace of the once dignified and powerful Princess of the Seikaku, and Nayuta fell into the world of pleasure to no end."
,,,,
Nayuta Core Scene,注釈,聖核シーン,聖核シーン,聖核シーン
,,,,
Nayuta.Core1-1,暗転,那由多が敗北してからしばらくして―――――,那由多が敗北してからしばらくして―――――,"Some time after Nayuta's defeat, ―――――"
,Nayuta core1-1,,,
Nayuta.Core1-2,,那由多は重厚な器具で大股開きの体制で厳重に四肢を拘束されていた,那由多は重厚な器具で大股開きの体制で厳重に四肢を拘束されていた,Nayuta was severely bound at the extremities in a wide―legged position with a heavy apparatus.
,,,,
Nayuta.Core1-3,那由多,「……………………。」,「……………………。」,"........................."""
,,,,
Nayuta.Core1-4,那由多,(随分と頑丈な拘束ですね…私の力でも拘束を破壊できるイメージが全く湧きません),(随分と頑丈な拘束ですね…私の力でも拘束を破壊できるイメージが全く湧きません),(It's a very sturdy restraint... I can't imagine that even my power can destroy the restraint at all.)
,,,,
Nayuta.Core1-5,,その時、部屋の中に数人の戦闘員が入ってくる,その時、部屋の中に数人の戦闘員が入ってくる,"At that moment, several combatants enter the room"
,,,,
Nayuta.Core1-6,戦闘員,「おうおう、最強の聖核戦姫が随分と情けない姿だなあ？」,「おうおう、最強の聖核戦姫が随分と情けない姿だなあ？」,"""Oh, oh, how pathetic the most powerful Seikaku Princess looks, huh?"""
,,,,
Nayuta.Core1-7,戦闘員,「俺達みたいな下っ端に無抵抗でマンコ見られてる気分はどうだ？」,「俺達みたいな下っ端に無抵抗でマンコ見られてる気分はどうだ？」,"How does it feel to have a bunch of lowlifes like us looking at your pussy unprovoked?"""
,,,,
Nayuta.Core1-8,那由多,「……………………。」,「……………………。」,"........................."""
,,,,
Nayuta.Core1-9,那由多,「どうでもいい事です…それより、一体何の目的で私を拘束しているのでしょうか？」,「どうでもいい事です…それより、一体何の目的で私を拘束しているのでしょうか？」,"It doesn't matter...more importantly, what the hell are they holding me for?"""
,,,,
Nayuta.Core1-10,戦闘員,「はっ、流石最強の聖核戦姫様だなっ、まあ今からするのはちょっとした実験みたいなもんだ」,「はっ、流石最強の聖核戦姫様だなっ、まあ今からするのはちょっとした実験みたいなもんだ」,"Haha, you are the most powerful Seikaku Princess, well, what I'm about to do now is a bit of an experiment."""
,,,,
Nayuta.Core1-11,那由多,(やれやれ……その程度、全く取るに足らない事です),(やれやれ……その程度、全く取るに足らない事です),"(Oh dear, ...... that's about it, it's totally inconsequential.)"
,,,,
Nayuta.Core1-12,,(この程度の戦闘員ならいくら攻撃されても私にはダメージは入らないでしょうし),(この程度の戦闘員ならいくら攻撃されても私にはダメージは入らないでしょうし),"(And with a fighter of this caliber, no amount of attacks will do any damage to me.)"
,,,,
Nayuta.Core1-13,,(まあ飽きるまで好きにさせておきましょう…それまでの辛抱です),(まあ飽きるまで好きにさせておきましょう…それまでの辛抱です),"(Well, let them do what they want until they get bored... and then we'll be patient.)"
,,,,
Nayuta.Core1-14,那由多,「好きにしなさい…………三下に興味はありません」,「好きにしなさい…………三下に興味はありません」,"Do what you want. ............ I'm not interested in the bottom three."""
,,,,
Nayuta.Core1-15,戦闘員,「はっ！いつまでそのすました顔が続くか楽しみだ！」,「はっ！いつまでそのすました顔が続くか楽しみだ！」,"Ha! Can't wait to see how long you can keep that smug look on your face!"""
,,,,
Nayuta.Core1-16,戦闘員,「あの最強の聖核戦姫相手だからな…俺達も色々準備させてもらったぜ？」,「あの最強の聖核戦姫相手だからな…俺達も色々準備させてもらったぜ？」,We've done a lot of preparation for this fight against the most powerful Seikaku Princess.
,,,,
Nayuta.Core1-17,,そう言うと一人の戦闘員の戦闘員が液体の入った巨大な注射器を持ってくる,そう言うと一人の戦闘員の戦闘員が液体の入った巨大な注射器を持ってくる,Then one fighter fighter fighter brings a huge syringe full of liquid.
,,,,
Nayuta.Core1-18,那由多,「……………っ、……それはっ……！？」,「……………っ、……それはっ……！？」,"""..............., ...... that's ......!"""
,,,,
Nayuta.Core1-19,戦闘員,「今からこれをてめえのケツ穴にぶち込んでやるんだよっ！オラッ！」,「今からこれをてめえのケツ穴にぶち込んでやるんだよっ！オラッ！」,Now I'm going to put this in your asshole! Hey!
,Nayuta core1-2,,,
Nayuta.Core1-20,,ズブッッッ！,ズブッッッ！,Zub!
,,,,
Nayuta.Core1-21,那由多,「ッッッ………ッ！！！」,「ッッッ………ッ！！！」,"""Ahh .........!!!!!!!!!!!!!!!!!!!!!!!!!!"""
,,,,
Nayuta.Core1-22,,そして戦闘員はシリンダーを押し込み、中の液体を那由多の直腸に流し込む,そして戦闘員はシリンダーを押し込み、中の液体を那由多の直腸に流し込む,The fighter then pushes the cylinder in and pours the liquid inside into Nayuta's rectum.
,,,,
Nayuta.Core1-23,,ギュルルルッ！グボッ！,ギュルルルッ！グボッ！, Gubot!
,,,,
Nayuta.Core1-24,那由多,「ッッ………ぅ、んうッッッ………！！」,「ッッ………ぅ、んうッッッ………！！」,"""Ugh ........., mmmm .........!!!!"""
,,,,
Nayuta.Core1-25,戦闘員,「うおっコイツ、ケツ穴も凄い抵抗だなっ！」,「うおっコイツ、ケツ穴も凄い抵抗だなっ！」,"""Whoa, this guy's asshole is putting up a hell of a fight!"""
,,,,
Nayuta.Core1-26,那由多,「……っ、やめなさいっ！、何のつもりですかっ！！」,「……っ、やめなさいっ！、何のつもりですかっ！！」,"I said, ""......, stop it! What the hell are you doing!"
,,,,
Nayuta.Core1-27,戦闘員,「あ？、好きにしろって言ったのはお前だろうがっ、オラッ、残り全部入れるぞっ！」,「あ？、好きにしろって言ったのはお前だろうがっ、オラッ、残り全部入れるぞっ！」,"""Oh? You're the one who told me to do what I wanted, so I'm going to put all the rest in!"""
,,,,
Nayuta.Core1-28,,ギュルルッルッ！キュポンッ！,ギュルルッルッ！キュポンッ！, Cupon!
,Nayuta core 1-3,,,
Nayuta.Core1-29,,シリンダー内の液体がすべて那由多の直腸に入れられ、戦闘員は注射器を引き抜く,シリンダー内の液体がすべて那由多の直腸に入れられ、戦闘員は注射器を引き抜く,"All the liquid in the cylinder is put into Nayuta's rectum, and the fighter pulls out the syringe"
,,,,
Nayuta.Core1-30,那由多,「っ………！ぐっ……はっ♥」,「っ………！ぐっ……はっ♥」,"♥""♥.........! Gg...... ha♥"""
,Nayuta core 1-4,,,
Nayuta.Core1-31,,(っ……何ですかこの液体はっ……ドロドロしてっ…不愉快ですッ),(っ……何ですかこの液体はっ……ドロドロしてっ…不愉快ですッ),(What is this liquid? ...... It's so sludgy... it's disgusting...)
,,,,
Nayuta.Core1-32,,(それにっ………何か力を吸われているようなっ……),(それにっ………何か力を吸われているようなっ……),"(And, ......... something is sucking the power out of me. ......)"
,,,,
Nayuta.Core1-33,戦闘員,「ったく最強の聖核戦姫様はケツ穴まで最強か？」,「ったく最強の聖核戦姫様はケツ穴まで最強か？」,"""So the most powerful Seikaku Princess is also the most powerful asshole?"""
,,,,
Nayuta.Core1-34,戦闘員,「ああ、一応言っとくが漏らすんじゃねえぞ？最強の聖核戦姫がそんなみっともないことはしねえよな？」,「ああ、一応言っとくが漏らすんじゃねえぞ？最強の聖核戦姫がそんなみっともないことはしねえよな？」,"""Oh, and just so you know, don't leak anything, okay? The most powerful Seikaku Princess wouldn't do something so pathetic, would she?"""
,,,,
Nayuta.Core1-35,,那由多は腹に力を入れ、少し外に出かかっていた液体を戻そうとする,那由多は腹に力を入れ、少し外に出かかっていた液体を戻そうとする,Nayuta strains her abdomen and tries to bring back some of the liquid that had almost come out.
,Nayuta core 1-5,,,
Nayuta.Core1-36,那由多,「……はっ♥、あたりまえですっ！」,「……はっ♥、あたりまえですっ！」,"""...... ha♥, of course!"""
,,,,
Nayuta.Core1-37,那由多,「しかしっ……あなた達っ、いったい何の液体を入れたのですか…！？」,「しかしっ……あなた達っ、いったい何の液体を入れたのですか…！？」,"But, ......, what the hell did you guys put in the liquid?"
,,,,
Nayuta.Core1-38,戦闘員,「まあ教えてやるか。これはお前の聖核戦姫のエネルギーの源、聖核を固定する液体だ」,「まあ教えてやるか。これはお前の聖核戦姫のエネルギーの源、聖核を固定する液体だ」,"Well, let me tell you something. This is the liquid that fixes the Seikaku, the source of energy for your Seikaku Princess."""
,,,,
Nayuta.Core1-39,,「お前の体中から聖核を集めて腸内に固定するってわけだな」,「お前の体中から聖核を集めて腸内に固定するってわけだな」,"So they're going to collect the Seikaku from all over your body and fix it in your intestines."""
,,,,
Nayuta.Core1-40,那由多,「っ、やはりっ……っ！？」,「っ、やはりっ……っ！？」,I knew it. ......?
,,,,
Nayuta.Core1-41,戦闘員,「お前が次にそれを出した時がお前が聖核戦姫として終わる時ってわけだ」,「お前が次にそれを出した時がお前が聖核戦姫として終わる時ってわけだ」,The next time you pull that out will be the end of you as the Seikaku Princess.
,,,,
Nayuta.Core1-42,那由多,「っ……………なるほどっ♥、そういう事だったのですね…」,「っ……………なるほどっ♥、そういう事だったのですね…」,"I see...I see...I see...that's what you meant..."""
,,,,
Nayuta.Core1-43,那由多,(いえっ……この程度、焦ってはいけません),(いえっ……この程度、焦ってはいけません),"(yep ...... this much, don't be in a hurry)"
,,,,
Nayuta.Core1-44,,(時間をかければ私の雷でこの液体を分解して無力化させることもできるはず…),(時間をかければ私の雷でこの液体を分解して無力化させることもできるはず…),"(With time, my lightning should be able to break up this liquid and neutralize it...)"
,,,,
Nayuta.Core1-45,,(今耐えるべきは……っ),(今耐えるべきは……っ),(What you need to endure now is ......)
,,,,
Nayuta.Core1-46,,ギュルルッルッッ！,ギュルルッルッッ！,Gulp!
,,,,
Nayuta.Core1-47,,(この……お腹の排泄感……っでしょうかっ…………！),(この……お腹の排泄感……っでしょうかっ…………！),(This ...... feeling of excretion in the belly ...... isn't it? ............!)
,,,,
Nayuta.Core1-48,,(おそらくこの液体の分解までにかかる時間は6時間ほど…！),(おそらくこの液体の分解までにかかる時間は6時間ほど…！),(Probably about 6 hours for this liquid to decompose...!)
,,,,
Nayuta.Core1-49,,(私は最強の聖核戦姫っ、この程度私なら耐えられますっ！),(私は最強の聖核戦姫っ、この程度私なら耐えられますっ！),"(I am the strongest Seikaku Princess, I can withstand this much!)"
,,,,
Nayuta.Core1-50,戦闘員,「どうやら覚悟が決まったみたいだな？」,「どうやら覚悟が決まったみたいだな？」,"Looks like you're ready for this, huh?"""
,,,,
Nayuta.Core1-51,那由多,「……仮にも私は最強の聖核戦姫。この程度のことで私がうろたえると本気で思っているのですか？」,「……仮にも私は最強の聖核戦姫。この程度のことで私がうろたえると本気で思っているのですか？」,"""...... Even if I am the most powerful Seikaku Princess. Do you really think I would be daunted by something of this magnitude?"""
,,,,
Nayuta.Core1-52,戦闘員,「ああ、だからまだ色々準備してるぞ？」,「ああ、だからまだ色々準備してるぞ？」,"Yeah, so we're still setting things up, right?"""
,Nayuta core 1-6,,,
Nayuta.Core1-53,,那由多の前に台車に乗せられた巨大な機械が現れ、那由多のアナルに照準を定める,那由多の前に台車に乗せられた巨大な機械が現れ、那由多のアナルに照準を定める,A huge machine on a cart appears in front of Nayuta and sets its sights on Nayuta's anus.
,,,,
Nayuta.Core1-54,那由多,「っ……これは……っ！？」,「っ……これは……っ！？」,"""What the ...... is this ......?"""
,,,,
Nayuta.Core1-55,戦闘員,「相手は最強の聖核戦姫だからな、こっちも対策してんだよ」,「相手は最強の聖核戦姫だからな、こっちも対策してんだよ」,"The other side is the most powerful Seikaku Princess, so we have countermeasures."""
,,,,
Nayuta.Core1-56,,「このピストンマシーンでてめえのケツ穴をぶっ壊して無理やり出させるってわけだ」,「このピストンマシーンでてめえのケツ穴をぶっ壊して無理やり出させるってわけだ」,"""I'm going to use this piston machine to destroy your asshole and force you to let me out."""
,,,,
Nayuta.Core1-57,那由多,「なっ…………そ、そんなっ………！？」,「なっ…………そ、そんなっ………！？」,"""What the ............, that's so, so, so .........!"""
,,,,
Nayuta.Core1-58,,ピストンは那由多の腕ほども太く、ブツブツとコーン上の突起が付いている,ピストンは那由多の腕ほども太く、ブツブツとコーン上の突起が付いている,"The piston is as thick as Nayuta's arm, with mussels and protrusions on the cone."
,,,,
Nayuta.Core1-59,戦闘員,「最強の聖核戦姫がこれにどこまで耐えられるか見ものだなぁ？」,「最強の聖核戦姫がこれにどこまで耐えられるか見ものだなぁ？」,"Let's see how long the mightiest Seikaku Princess can withstand this, shall we?"""
,,,,
Nayuta.Core1-60,那由多,「っ、や、やめなさいっ！そんなの入るわけがっ！」,「っ、や、やめなさいっ！そんなの入るわけがっ！」,Stop it! You can't go in there like that!
,,,,
Nayuta.Core1-61,,カシャン……キュイイイイインッ！,カシャン……キュイイイイインッ！,Kashan ...... cuiiiiiiiiinnn!
,,,,
Nayuta.Core1-62,那由多,「ひっ………ま、待ちなさい―――――ッ？！」,「ひっ………ま、待ちなさい―――――ッ？！」,"""Hi―......... wait, wait ―――――?!"""
,Nayuta core 1-7,,,
Nayuta.Core1-63,,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,Doo―doo! Doo―doo! Doo―doo! Doo―doo! Doo―doo!
,,,,
Nayuta.Core1-64,那由多,「ひぎっ♥！？、ッ、んん～～～っっ！！！」,「ひぎっ♥！？、ッ、んん～～～っっ！！！」,HIGGI♥! ♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥!
,,,,
Nayuta.Core1-65,,最強の聖核戦姫の力でも機械の強力な力に逆らうことはできない,最強の聖核戦姫の力でも機械の強力な力に逆らうことはできない,Even the mightiest Seikaku Princess cannot resist the powerful force of the machine.
,,,,
Nayuta.Core1-66,,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,Doo―doo! Doo―doo! Doo―doo! Doo―doo! Doo―doo!
,,,,
Nayuta.Core1-67,那由多,「はあっ♥！？、お゛っ♥、はっ、はっ、はあっ♥！？」,「はあっ♥！？、お゛っ♥、はっ、はっ、はあっ♥！？」,"""Ha―ha―ha―ha! Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh!"""
,,,,
Nayuta.Core1-68,,(―――――っ、お、お尻がっ、無理やりっ！？),(―――――っ、お、お尻がっ、無理やりっ！？),"(―――――...oh, my butt...forced!)"
,,,,
Nayuta.Core1-69,,「ぐっ！？、や、やめ、止めな…さいっ！」,「ぐっ！？、や、やめ、止めな…さいっ！」,"""Ggh! Stop, stop, stop... come on!"
,,,,
Nayuta.Core1-70,戦闘員,「おいおい最強の聖核戦姫が敵に命乞いか？」,「おいおい最強の聖核戦姫が敵に命乞いか？」,"""Oh come on, the most powerful Seikaku Princess begs for her life against the enemy?"""
,,,,
Nayuta.Core1-71,,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,Doo―doo! Doo―doo! Doo―doo! Doo―doo! Doo―doo!
,,,,
Nayuta.Core1-72,那由多,「ひぐっ♥！？、お゛っ♥、お゛っ♥、そんなことはっ♥！」,「ひぐっ♥！？、お゛っ♥、お゛っ♥、そんなことはっ♥！」,"""HIGGH! Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no!"
,,,,
Nayuta.Core1-73,戦闘員,「じゃあケツ穴がぶっ壊れるまでやるから、まあせいぜい頑張って耐えるんだな」,「じゃあケツ穴がぶっ壊れるまでやるから、まあせいぜい頑張って耐えるんだな」,"Well, I'm going to do it until my asshole breaks, so you're just going to have to hang on for dear life."
,,,,
Nayuta.Core1-74,,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,Doo―doo! Doo―doo! Doo―doo! Doo―doo! Doo―doo!
,,,,
Nayuta.Core1-75,那由多,「ぐうっ♥、くっ♥！！」,「ぐうっ♥、くっ♥！！」,Ugh♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥!
,,,,
Nayuta.Core1-76,那由多,(っ、こ、この程度ッ！、私ならっ！！！),(っ、こ、この程度ッ！、私ならっ！！！),(This much! This much! If it were me!)
,,,,
Nayuta.Core1-77,,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,Doo―doo! Doo―doo! Doo―doo! Doo―doo! Doo―doo!
,,,,
Nayuta.Core1-78,,「くううっ♥！、お゛っ♥、お゛おっ♥！！」,「くううっ♥！、お゛っ♥、お゛おっ♥！！」,"""Kuuuhh! Oh, oh, oh, oh, oh, oh, oh, oh!"
,,,,
Nayuta.Core1-79,,その後、数時間にわたり那由多の尻穴を拡張する作業は続くのだった,その後、数時間にわたり那由多の尻穴を拡張する作業は続くのだった,"After that, the process of dilating Nayuta's asshole continued for several hours."
,,,,
,,,,
Nayuta Core Scene２,注釈,聖核シーン２,聖核シーン２,聖核シーン２
,,,,
Nayuta.Core2-1,,那由多への聖核排出調教が始まり、那由多は数時間にわたってピストンによる責めを受け続けていた,那由多への聖核排出調教が始まり、那由多は数時間にわたってピストンによる責めを受け続けていた,"The training of the Seikaku ejection to Nayuta began, and Nayuta continued to receive piston torture for several hours."
,Nayuta core 2ｰ1,,,
Nayuta.Core2-2,,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！、ドチュッ！,Doo―doo! Doo―doo! Doo―doo! Doo―doo! Doo―doo!
,,,,
Nayuta.Core2-3,那由多,「はあっ♥、はあっ♥、はあっ♥、お゛っ♥、お゛おっ♥！」,「はあっ♥、はあっ♥、はあっ♥、お゛っ♥、お゛おっ♥！」,"""Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh!"""
,,,,
Nayuta.Core2-4,,(っ…………お尻にピストンされ続けてっ……もはや感覚がっ……！),(っ…………お尻にピストンされ続けてっ……もはや感覚がっ……！),(I kept getting pistons in my ass ............ and I couldn't feel ...... any more!)
,,,,
Nayuta.Core2-5,,(それにっ……お腹の中がっ……ぎゅるぎゅるしてっ…苦しいですっ…),(それにっ……お腹の中がっ……ぎゅるぎゅるしてっ…苦しいですっ…),(And I'm ...... squirming in my stomach... it's painful...)
,,,,
Nayuta.Core2-6,,(いえっ……私は最強の聖核戦姫っ！、この程度の試練、絶対に乗り越えて見せますっ！),(いえっ……私は最強の聖核戦姫っ！、この程度の試練、絶対に乗り越えて見せますっ！),"(Yes, ...... I am the strongest Seikaku Princess! I will definitely overcome this level of ordeal!)"
,,,,
Nayuta.Core2-7,,その時、部屋の中に戦闘員が入ってくる,その時、部屋の中に戦闘員が入ってくる,"At that moment, a combatant enters the room."
,,,,
Nayuta.Core2-8,戦闘員,「お～那由多ちゃんがんばってるねえ？流石最強の聖核戦姫だな」,「お～那由多ちゃんがんばってるねえ？流石最強の聖核戦姫だな」,"""Oh, Nayuta, you're doing great, aren't you? You are the strongest Seikaku Princess."
,,,,
Nayuta.Core2-9,那由多,「っ、ぐうっ♥！、はあっ♥、はあっ♥！」,「っ、ぐうっ♥！、はあっ♥、はあっ♥！」,"""Gosh, gosh! Aaahh♥, aaahh♥!"
,,,,
Nayuta.Core2-10,,「……っ、ざ、残念でしたね……っ！」,「……っ、ざ、残念でしたね……っ！」,"""......, I'm so sorry ......!"""
,,,,
Nayuta.Core2-11,,「この程度っ♥、最強の聖核戦姫の私の前には無意味ですッ！」,「この程度っ♥、最強の聖核戦姫の私の前には無意味ですッ！」,"This level is meaningless in front of me, the strongest Seikaku Princess!"
,,,,
Nayuta.Core2-12,戦闘員,「ははっ！どう見てもそうは見えねえが…」,「ははっ！どう見てもそうは見えねえが…」,"I don't see it that way..."" Doesn't look that way to me..."""
,,,,
Nayuta.Core2-13,,「本当にそうだってんなら証明してみろっ…ほらよっ！」,「本当にそうだってんなら証明してみろっ…ほらよっ！」,"If you really believe that, prove it... come on!"
,,,,
Nayuta.Core2-14,,ガチャン…ボコッ！,ガチャン…ボコッ！,Clang...bump!
,Nayuta core 2-2,,,
Nayuta.Core2-15,那由多,「………ひぐっ！！！ほお゛っ♥、お゛おおおおおおっっっ！？！？！？」,「………ひぐっ！！！ほお゛っ♥、お゛おおおおおおっっっ！？！？！？」,"""......... Higg! Ho ♥, oh oh oh oh oh!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"""
,,,,
Nayuta.Core2-16,,ブリュッ！、ドルルルッ！,ブリュッ！、ドルルルッ！,Brrrrrrrrrrrrrrrrrr! Druhlrrrrrrrrrr!
,,,,
Nayuta.Core2-17,那由多,突然ピストンが那由多のアナルから抜かれ、その衝撃で那由多は勢いよく聖核を排出してしまう,突然ピストンが那由多のアナルから抜かれ、その衝撃で那由多は勢いよく聖核を排出してしまう,"Suddenly, the piston is pulled out of Nayuta's anus, and the impact causes her to vigorously eject her Seikaku."
,,,,
Nayuta.Core2-18,,「お゛っ♥！？、ほお゛っ♥！？お゛ん～～～っ！？」,「お゛っ♥！？、ほお゛っ♥！？お゛ん～～～っ！？」,"""Oh, d'aagh! Oh, oh, oh, oh, oh! Oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo!"""
,,,,
Nayuta.Core2-19,那由多,(まずいっ、お、お尻の穴からっ………！),(まずいっ、お、お尻の穴からっ………！),"(First of all, my butt hole! .........!)"
,,,,
Nayuta.Core2-20,那由多,「お゛っ♥、お゛っ♥、お゛おっ♥―――――ぐうッッ！！！！」,「お゛っ♥、お゛っ♥、お゛おっ♥―――――ぐうッッ！！！！」,
,Nayuta core 2ｰ3,,,
Nayuta.Core2-21,,那由多はアナルに無理やり力を入れ、漏れ出す聖核を阻止する,那由多はアナルに無理やり力を入れ、漏れ出す聖核を阻止する,Nayuta forces her anus to stop the Seikaku from leaking out
,,,,
Nayuta.Core2-22,那由多,「はあっ♥、はあっ♥、はあっっ♥！！！」,「はあっ♥、はあっ♥、はあっっ♥！！！」,"'Ah ♥, ah ♥, ah ♥, ah ♥!"
,Nayuta core 2-4,,,
Nayuta.Core2-23,戦闘員,「お？マジか、コイツあれだけやってまだケツ穴閉められんのか？」,「お？マジか、コイツあれだけやってまだケツ穴閉められんのか？」,"""Oh? Seriously, she can't shut his asshole after all that?"""
,,,,
Nayuta.Core2-24,那由多,「っっ！、こ、この程度っ♥！」,「っっ！、こ、この程度っ♥！」,"""This is it! This, this much!"
,,,,
Nayuta.Core2-25,,「私は最強の聖核戦姫ですッ！♥、こんなことでっ、絶対に負けませんっ！」,「私は最強の聖核戦姫ですッ！♥、こんなことでっ、絶対に負けませんっ！」,I am the strongest Seikaku Princess! I will never be defeated by such a thing!
,,,,
Nayuta.Core2-26,戦闘員,「ったく……手間かけさせやがって…」,「ったく……手間かけさせやがって…」,"Damn you ...... for making me go through all that trouble..."""
,,,,
Nayuta.Core2-27,,そう言うと戦闘員は那由多のアナルに指を突っ込み、聖核を握る,そう言うと戦闘員は那由多のアナルに指を突っ込み、聖核を握る,Then the fighter sticks his finger into Nayuta's anus and grasps the Seikaku.
,Nayuta core 2-5,,,
Nayuta.Core2-28,,ドルルルッ！,ドルルルッ！,Dorrrrrrrrrrrrrrrrrrrrrrrrr!
,,,,
Nayuta.Core2-29,那由多,「ひっぐうっ♥！、な、なあっ！？」,「ひっぐうっ♥！、な、なあっ！？」,"""Hi―guh―♥! Nah, nah!"
,,,,
Nayuta.Core2-30,戦闘員,「おら、せいぜいぶっ壊れたケツ穴で抵抗してみろ」,「おら、せいぜいぶっ壊れたケツ穴で抵抗してみろ」,"Come on, try to fight back with your busted asshole."
,,,,
